Player,a0 : Regression linéaire,s0 : Regression linéaire,std_a0,a0 : Regression quantile,std_s0,s0 : Regression quantile
Adrien,5.6764632144432134,7.993980998804388,0.31775733660142336,5.575445652111751,1.00762043983,8.209617436592318
Franck,7.199030785346475,9.070136483659072,0.35210103796305564,7.01705970088478,1.203029866791114,9.320543361511595
Loic,6.522697801488798,7.424363665092606,0.1972309044676363,6.422994550923204,0.5424266461217916,7.521611628167845
