Player,a0 : Regression linéaire,s0 : Regression linéaire,std_a0,a0 : Regression quantile,std_s0,s0 : Regression quantile
GPS4,5.056938242372538,3.848996347914936,0.9839657106862388,4.739830977257716,0.8507537267162897,4.594797176418241
